%eval_id,velocity,friction,density_1,density_2,density_3,youngs_1,youngs_2,youngs_3,3D,timestep,element_10616_punch_tip_STRESS_xx_MIN,element_10616_punch_tip_STRESS_xx_MAX,element_10616_punch_tip_STRESS_yy_MIN,element_10616_punch_tip_STRESS_yy_MAX,element_10616_punch_tip_STRESS_zz_MIN,element_10616_punch_tip_STRESS_zz_MAX,element_10616_punch_tip_STRESS_xy_MIN,element_10616_punch_tip_STRESS_xy_MAX,element_10616_punch_tip_STRESS_yz_MIN,element_10616_punch_tip_STRESS_yz_MAX,element_10616_punch_tip_STRESS_zx_MIN,element_10616_punch_tip_STRESS_zx_MAX,[XYpair X]MDS Max X,[XYpair Y]MDS Max Y,[XYpair X]MDS Mean X,[XYpair Y]MDS Mean Y,[XYpair X]MDS RMS X,[XYpair Y]MDS RMS Y,[XYpair X]MDS STRESS_xx X,[XYpair Y]MDS STRESS_xx Y,[XYpair X]MDS STRESS_xy X,[XYpair Y]MDS STRESS_xy Y,[XYpair X]MDS STRESS_yy X,[XYpair Y]MDS STRESS_yy Y,[XYpair X]MDS STRESS_yz X,[XYpair Y]MDS STRESS_yz Y,[XYpair X]MDS STRESS_zz X,[XYpair Y]MDS STRESS_zz Y,[XYpair X]MDS VON_MISES X,[XYpair Y]MDS VON_MISES Y
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.500.vtp,500,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.069361793,-0.018335123,-0.005256558,-0.000835051,0.012033086,0.000283336,0.011550303,-0.004615092,0.015001845,0.001790578,0.011289262,-0.00543861,0.012745822,-0.00214846,0.020595453,-0.007196062,0.027885364,-0.011873443
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.550.vtp,550,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.070176332,-0.016371804,-0.004340546,0.000315158,0.010791927,-0.000212995,0.001367675,-0.015171144,0.008658792,-0.008576575,0.002508814,-0.013528732,0.011373288,-0.005447605,0.006724173,-0.010987092,0.009871815,-0.015958988
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.600.vtp,600,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.068606758,-0.011621038,-0.003605166,0.000154435,0.009452213,-0.000614122,0.001039708,-0.013463834,0.007998557,-0.007098994,0.000905457,-0.013392637,0.009950945,-0.004351866,0.001229523,-0.011157521,0.00102029,-0.015003471
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.650.vtp,650,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.067462342,-0.006179245,-0.002861255,0.000654089,0.00821391,-0.001248155,-0.00178815,-0.014853099,0.006083067,-0.008606452,-0.002941482,-0.015726335,0.008295094,-0.005215925,-0.009856026,-0.013696378,-0.014683207,-0.015643355
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.700.vtp,700,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.062163044,0.009468781,-0.001855193,0.00115631,0.006413435,-0.002170505,-0.007035255,-0.017186336,0.000162567,-0.014056053,-0.008258239,-0.017873641,0.005114853,-0.008842412,-0.028209171,-0.017411173,-0.035720588,-0.015702946
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.750.vtp,750,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.051819271,0.026189013,-0.000713359,0.001540927,0.00409157,-0.002169476,-0.011562107,-0.017851398,-0.003554219,-0.015019983,-0.012059053,-0.01794323,0.002503002,-0.008781512,-0.034105171,-0.016245548,-0.045878122,-0.013759964
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.800.vtp,800,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.036633442,0.03797895,0.000292824,0.001289693,0.001651863,-0.001323427,-0.013127985,-0.015721357,-0.004472712,-0.011769016,-0.013051966,-0.0155545,-5.91E-05,-0.007132632,-0.033549163,-0.013439579,-0.04969674,-0.012309415
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.850.vtp,850,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.020441196,0.048820384,0.001152619,0.00099268,-0.000555481,-0.000512005,-0.014791619,-0.0140701,-0.006174217,-0.010125523,-0.015056898,-0.014657322,-0.0023557,-0.005799682,-0.034232551,-0.01105156,-0.051283556,-0.01017673
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.900.vtp,900,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.004674585,0.058521021,0.001864263,0.000653291,-0.002525046,0.000238756,-0.016329599,-0.012554507,-0.007751616,-0.00860076,-0.016753186,-0.013276853,-0.004193993,-0.004606066,-0.035274948,-0.009127397,-0.053721262,-0.00787576
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.950.vtp,950,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,-0.01053437,0.065971504,0.002452393,0.000120818,-0.004314605,0.001048814,-0.017548104,-0.010903345,-0.009195711,-0.006863738,-0.018030919,-0.011299476,-0.005662766,-0.003646998,-0.034649388,-0.00692675,-0.053585888,-0.005801552
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.1000.vtp,1000,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,-0.025714441,0.070717329,0.002956307,-0.000449504,-0.00598163,0.001877594,-0.01857901,-0.009473009,-0.010339268,-0.005188202,-0.018929623,-0.009486071,-0.006922343,-0.002529887,-0.034443674,-0.004957433,-0.053318733,-0.004125339
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.0.vtp,0,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,0.075292741,-0.037285444,-0.0160364,0.00147945,0.029349307,0.001741594,0.016702913,-0.027157124,0.023185709,-0.020703742,0.016099344,-0.027655342,0.025955968,-0.016351766,-0.039562947,-0.044662905,-0.08231376,-0.05398163
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.50.vtp,50,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,0.073161836,-0.032088069,-0.012954403,0.001620578,0.024973451,0.001232943,0.038264159,-0.00395496,0.025473108,-0.007748221,0.038743916,-0.004423696,0.025987099,-0.002762102,0.040879342,-0.016441211,0.052148117,-0.033503424
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.100.vtp,100,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,0.070730874,-0.026195005,-0.010375918,-4.33E-05,0.020671215,0.000706447,0.038641001,0.009675704,0.028868166,0.007519893,0.038677064,0.010013741,0.023312119,0.005469544,0.065680681,-0.000686704,0.090711896,-0.004683227
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.150.vtp,150,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,0.068318742,-0.019357407,-0.007934486,-0.001719484,0.016530524,0.000205747,0.034337424,0.015550731,0.026971165,0.014166936,0.035062247,0.015890767,0.019852492,0.011388251,0.074369418,0.009604018,0.107370158,0.011239357
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.200.vtp,200,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,0.066678692,-0.01471066,-0.006300654,-0.002342306,0.01353887,-3.11E-05,0.028568475,0.014462492,0.025181995,0.017666065,0.029417057,0.014860142,0.016825359,0.012591126,0.076571174,0.016552738,0.112599308,0.019538023
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.250.vtp,250,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,0.069360524,-0.013674388,-0.004257534,-6.65E-05,0.010755498,-0.000477309,-0.000166398,-0.016061701,0.006993233,-0.009638838,-0.000627969,-0.016229802,0.009116485,-0.009434537,-0.009970481,-0.016155461,-0.016472847,-0.017249724
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.300.vtp,300,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,0.065079551,0.001795583,-0.002333294,0.001026124,0.007331536,-0.001906377,-0.004930991,-0.015604763,0.001719897,-0.010676777,-0.00467843,-0.014660842,0.004610944,-0.011948793,-0.040202604,-0.02146987,-0.051307582,-0.019535885
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.350.vtp,350,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,0.056805,0.021837525,-0.000172521,0.001524598,0.003301241,-0.002939373,-0.011260413,-0.015690539,-0.00449973,-0.013676295,-0.011889212,-0.016050845,0.000847363,-0.009256647,-0.03872958,-0.016508175,-0.058805403,-0.012971791
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.400.vtp,400,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,0.043655996,0.040105974,0.001635551,0.001045346,-0.000756889,-0.002996931,-0.017503129,-0.016047386,-0.010824915,-0.016376277,-0.017966622,-0.016126662,-0.003327094,-0.007999938,-0.043499867,-0.013284824,-0.052467196,-0.004047082
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.450.vtp,450,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,0.024417943,0.05302267,0.003310694,0.000263103,-0.004809547,-0.002338529,-0.020350678,-0.012714971,-0.014495306,-0.013838292,-0.020723459,-0.012240722,-0.007079826,-0.005890748,-0.045373733,-0.009216975,-0.055594647,-4.16E-05
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.500.vtp,500,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,0.002842981,0.063356401,0.004849486,-0.00048129,-0.008748194,-0.001678224,-0.019792545,-0.005632902,-0.014929708,-0.005614747,-0.020967524,-0.006456295,-0.010857569,-0.004041048,-0.046128549,-0.005276224,-0.063242991,-0.002152695
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.550.vtp,550,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,-0.019142587,0.071459066,0.006283209,-0.001523164,-0.012606448,-0.001374718,-0.020563948,-0.002370566,-0.015393115,0.001610667,-0.020761895,-0.002447051,-0.014706168,-0.00287179,-0.046926367,-0.002030751,-0.058160195,0.000985563
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.600.vtp,600,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,-0.041730924,0.075290376,0.007819253,-0.001438942,-0.01647729,-0.00122902,-0.023761316,-0.000521708,-0.019303817,0.002387702,-0.023168567,0.000590026,-0.018508418,-0.002043505,-0.046118519,0.001635088,-0.060966971,0.0040427
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.650.vtp,650,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,-0.064361596,0.075817081,0.009494136,-0.000134011,-0.020393558,-0.001135483,-0.029190893,0.000433928,-0.02622384,-0.002650672,-0.029464427,0.000561285,-0.022435804,-0.002700292,-0.047782482,0.005219819,-0.069344219,0.009983724
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.700.vtp,700,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,-0.086058002,0.074666659,0.011197458,0.000892902,-0.02432863,-0.001294573,-0.035453053,-0.000625744,-0.032469769,-0.006355017,-0.03580032,-0.000291776,-0.026422385,-0.001919663,-0.049641709,0.009556355,-0.060966592,0.018569183
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.750.vtp,750,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,-0.107004872,0.072682302,0.012945534,0.001776541,-0.028316387,-0.001556245,-0.038794224,0.001619123,-0.035794258,-0.004614211,-0.038792412,0.002453261,-0.030084518,-0.000563705,-0.051625899,0.012782208,-0.064996182,0.020856789
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.800.vtp,800,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,-0.127833664,0.071738248,0.014861531,0.001509228,-0.032431663,-0.002168977,-0.039347501,0.005609214,-0.036538717,0.002293704,-0.039703387,0.00581172,-0.033859922,-7.91E-05,-0.052835599,0.015911519,-0.071689317,0.01951113
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.850.vtp,850,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,-0.148828559,0.071630643,0.016969412,0.000264945,-0.036697371,-0.003113329,-0.040117728,0.009232778,-0.037851605,0.008469943,-0.039510281,0.010357706,-0.038109304,-2.59E-05,-0.054368202,0.019365734,-0.067171079,0.020862108
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.900.vtp,900,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,-0.169980332,0.070609941,0.019342872,-0.000302965,-0.041141459,-0.003833198,-0.04275483,0.01291613,-0.042082792,0.009338482,-0.042113723,0.014428137,-0.042515446,-0.000455181,-0.055508407,0.022685402,-0.071903715,0.024026405
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.950.vtp,950,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,-0.190712193,0.066581074,0.02200189,0.000358742,-0.045814085,-0.004851199,-0.049093294,0.013273729,-0.049116985,0.005294109,-0.048825596,0.014381001,-0.047118401,-4.93E-05,-0.056863484,0.027533631,-0.076746235,0.031547021
1472,-411,0.5,0.000267,0.0007,0.03,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.1472.1000.vtp,1000,-227908.5195,15846.12463,-241396.2986,27604.66465,-284266.27,8401.192674,-17990.96017,8577.634715,-58011.87685,36068.81206,-50480.16335,34303.13046,-0.210575298,0.060216104,0.024863125,0.001314215,-0.050778422,-0.006251254,-0.056518645,0.012538649,-0.056380143,0.001468858,-0.056463968,0.01332813,-0.052085756,0.001049139,-0.057994406,0.03345409,-0.070565959,0.040881996
8780,-144,0.3,0.000232,0.000682,0.0335,10000000,30500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.8780.0.vtp,0,-240812.694,0,-249676.8633,0,-283047.6939,0,-9310.590958,0,-60230.66692,37211.27243,-53709.01877,37055.53117,0.075292741,-0.037285444,-0.0160364,0.00147945,0.029349307,0.001741594,0.016702913,-0.027157124,0.023185709,-0.020703742,0.016099344,-0.027655342,0.025955968,-0.016351766,-0.039562947,-0.044662905,-0.08231376,-0.05398163
8780,-144,0.3,0.000232,0.000682,0.0335,10000000,30500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.8780.50.vtp,50,-240812.694,0,-249676.8633,0,-283047.6939,0,-9310.590958,0,-60230.66692,37211.27243,-53709.01877,37055.53117,0.074736447,-0.035644553,-0.014911494,0.001835182,0.027820906,0.001561902,0.022811077,-0.02111616,0.022849259,-0.017943084,0.022626103,-0.021627856,0.025983946,-0.011912971,-0.008912304,-0.036379142,-0.0271093,-0.050264586
8780,-144,0.3,0.000232,0.000682,0.0335,10000000,30500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.8780.100.vtp,100,-240812.694,0,-249676.8633,0,-283047.6939,0,-9310.590958,0,-60230.66692,37211.27243,-53709.01877,37055.53117,0.073813207,-0.033693415,-0.013819158,0.00182488,0.026275194,0.001382156,0.032940962,-0.011485555,0.022995066,-0.014314595,0.033374971,-0.01197634,0.02611689,-0.007238919,0.017045597,-0.026992114,0.016344363,-0.044874423
8780,-144,0.3,0.000232,0.000682,0.0335,10000000,30500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.8780.150.vtp,150,-240812.694,0,-249676.8633,0,-283047.6939,0,-9310.590958,0,-60230.66692,37211.27243,-53709.01877,37055.53117,0.072865948,-0.031710106,-0.012849715,0.001492122,0.024787133,0.001212812,0.038789338,-0.003305929,0.025198782,-0.007671351,0.039353749,-0.003689302,0.025829648,-0.002794025,0.039170624,-0.016981292,0.04968686,-0.03343492
